Date,Close
2019-07-01,2980.3798829999996
2019-08-01,2926.459961
2019-09-01,2976.73999
2019-10-01,3037.560059
2019-11-01,3140.97998
2019-12-01,3230.780029
2020-01-01,3225.52002
2020-02-01,2954.219971
2020-03-01,2584.590088
2020-04-01,2912.429932
2020-05-01,3044.310059
2020-06-01,3100.290039
2020-07-01,3271.1201170000004
2020-08-01,3500.3100590000004
2020-09-01,3363.0
2020-10-01,3269.959961
2020-11-01,3621.6298829999996
2020-12-01,3756.070068
2021-01-01,3714.23999
2021-02-01,3811.149902
2021-03-01,3972.889893
2021-04-01,4181.169922
2021-05-01,4204.109863000001
2021-06-01,4297.5
2021-07-01,4395.259765999999
2021-08-01,4522.680176
2021-09-01,4307.540039
2021-10-01,4605.379883
2021-11-01,4567.0
2021-12-01,4766.180176
2022-01-01,4515.549805
2022-02-01,4373.939941
2022-03-01,4530.410156
2022-04-01,4131.930176
2022-05-01,4132.149902
2022-06-01,3785.3798829999996
2022-07-01,4130.290039
2022-08-01,3955.0
2022-09-01,3585.6201170000004
2022-10-01,3871.9799799999996
2022-11-01,4080.110107
2022-12-01,3817.6599119999996
